	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	textblob_Polarity	textblob_Subjectivity	vader_Polarity	vader_Subjectivity	AFINN_scores	AFINN_sentiments	SentiWordNet_scores	normalized_textblob_Polarity	normalized_textblob_Subjectivity	normalized_vader_Polarity	normalized_vader_Subjectivity	normalized_AFINN_scores	normalized_SentiWordNet_scores	our_label	annotator	roberta_content	roberta_polarity	roberta_sentiment	keyword	normalized_roberta_polarity	textblob_label	vader_label	AFINN_label	SentiWordNet_label	roberta_label
416	1633553321246990336	en	everyone	1678304436000000000	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1620178857767698432	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633553321246990336	['1633553321246990337']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127	neutral	anu	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
427	1633547159151972352	en	everyone	3/8/2023 19:16	rt  netflixisajoke its #chrisrocklive week and were pulling out all the stopslivestream from  thecomedystore starts at 630pm with a	"RT @NetflixIsAJoke: It's #ChrisRockLive week and we're pulling out all the stops!

Livestream from @TheComedyStore starts at 6:30pm with a"	126313372	[{'type': 'retweeted', 'id': '1630251414638444544'}]	1633550000000000000	['1633547159151972353']	70	0	0	0							0.0	0.0	-0.296	0.196	-1	negative	0.0	0.5	0.0	0.349252975	0.21875	0.469387755	0.412698413	positive	sarik	"RT @user It's #ChrisRockLive week and we're pulling out all the stops!

Livestream from @user starts at 6:30pm with a"	0.68047601	positive	#chrisrocklive	0.948798384	neutral	negative	neutral	neutral	positive
434	1633543225787965440	en	everyone	3/8/23 19:00	rt  tasterreblanche  sagesurge he also said #chrisrockselectiveoutrage  #chrisrocklive https  tco 26mm0n2yv5	RT @Tasterreblanche: @sagesurge He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive https://t.co/26Mm0n2yv5	1150680000000000000	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633540000000000000	['1633543225787965442']	237	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	RT @user @user He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive http	-0.109558471	neutral	#chrisrocklive	0.422683685	neutral	neutral	neutral	neutral	neutral
495	1633511825609465856	en	everyone	3/8/2023 16:55	rt  drkasala this challenge is something else  agentoflaughter #tweet #bbtitans #blackpink  #blackpink_bornpinkencore #chrisrocklive	"RT @DrKasala: This Challenge is Something Else @agentoflaughter ????????
#tweet #BBTitans #BLACKPINK  #BLACKPINK_BORNPINKENCORE #ChrisRockLive"	1251180000000000000	[{'type': 'retweeted', 'id': '1632586478990548994'}]	1633510000000000000	['1633511825609465856']	1	0	0	0							0.0	0.0	0.0772	0.106	-1	negative	0.125	0.5	0.0	0.538262851	0.118303571	0.469387755	0.428571429	negative	sarik	"RT @user This Challenge is Something Else @user ????????
#tweet #BBTitans #BLACKPINK  #BLACKPINK_BORNPINKENCORE #ChrisRockLive"	-0.522665441	negative	#chrisrocklive	0.14757968	neutral	neutral	neutral	neutral	negative
520	1633496299403202560	en	everyone	2023-03-08 15:54:01	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	203667408	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633496299403202560	['1633496299403202560']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.4897959184	0.4126984127	neutral	anu	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.2775629943	neutral	neutral	neutral	neutral	negative
625	1633436718543130624	en	everyone	2023-03-08 11:57:16	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	42060891	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633436718543130624	['1633436718543130624']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.4897959184	0.4126984127	neutral	anu	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.2775629943	neutral	neutral	neutral	neutral	negative
628	1633434955370856448	en	everyone	3/8/23 11:50	rt  trustbaweesi for smart handle locks  contact us on +256778511497 +256757407510 for more security systems services click on the link h	RT @TrustBaweesi: For Smart handle locks, contact us on +256778511497/+256757407510. For more security systems services click on the link h…	1613490000000000000	[{'type': 'retweeted', 'id': '1632689492858380288'}]	1633430000000000000	['1633434955370856449']	2	0	0	0							0.214285714	0.642857143	0.6249	0.317	1	positive	1.0	0.607142857	0.642857143	0.815649532	0.353794643	0.510204082	0.53968254	neutral	melissa	RT @user For Smart handle locks, contact us on +256778511497/+256757407510. For more security systems services click on the link h…	0.069885902	neutral	#chrisrocklive	0.542182675	neutral	positive	neutral	neutral	neutral
638	1633429724973223936	en	everyone	1678274968000000000	rt  thewantonwench when you say i need a break from harry and meghan and this is what welcomes you  when you hope back in via #chrisro	"RT @TheWantonWench: When you say “I need a break from Harry and Meghan and this is what welcomes you, when you hope back in 🤣🤣
Via #ChrisRo…"	1362888253242830848	[{'type': 'retweeted', 'id': '1632893264494772226'}]	1633429724973223936	['1633429724973223937']	83	0	0	0							0.4	0.45	0.7096	0.371	4	positive	0.625	0.7000000000000001	0.45	0.8585464675000001	0.4140625	0.5714285714	0.4920634921	positive	anu	"RT @user When you say “I need a break from Harry and Meghan and this is what welcomes you, when you hope back in 🤣🤣
Via #ChrisRo…"	0.3969304562	positive	#chrisrocklive	0.7599743678	positive	positive	neutral	neutral	positive
738	1633383769624264704	en	everyone	3/8/2023 8:26	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix"	892028576	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633380000000000000	['1633383769624264704']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	negative	sarik	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative
741	1633382203278397440	en	everyone	2023-03-08 08:20:38	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1485695706564227072	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633382203278397440	['1633382203278397441']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.4897959184	0.4126984127	neutral	anu	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.2775629943	neutral	neutral	neutral	neutral	negative
752	1633377947129094144	en	everyone	3/8/23 8:03	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	240047082	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633380000000000000	['1633377947129094144']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative
822	1633357619212480512	en	everyone	1678257777000000000	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	538526861	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633357619212480512	['1633357619212480514']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127	neutral	sarik	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
827	1633356113100898304	en	everyone	3/8/23 6:36	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1539840000000000000	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633360000000000000	['1633356113100898306']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative
884	1633345282766409728	en	everyone	1678254836000000000	rt  naomisky_15 #meghanmarkle must be really worried about what #chrisrocklive said about her racism claims because someone reported that	RT @NaomiSky_15: #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	1569472110250311680	[{'type': 'retweeted', 'id': '1633289557390274561'}]	1633345282766409728	['1633345282766409730']	50	0	0	0							0.2	0.2	-0.7645000000000001	0.397	-6	negative	-0.125	0.6000000000000001	0.2	0.11197771590000001	0.4430803571	0.3673469388	0.3968253968	negative	melissa	RT @user #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	-0.6169093251000001	negative	#chrisrocklive	0.0848190112	neutral	negative	negative	neutral	negative
894	1633342862502002688	en	everyone	1678254259000000000	rt  tasterreblanche  sagesurge he also said #chrisrockselectiveoutrage  #chrisrocklive https  tco 26mm0n2yv5	RT @Tasterreblanche: @sagesurge He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive https://t.co/26Mm0n2yv5	896945964186873856	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633342862502002688	['1633342862502002688']	237	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127	neutral	anu	RT @user @user He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive http	-0.1095584705	neutral	#chrisrocklive	0.4226836852	neutral	neutral	neutral	neutral	neutral
904	1633340291741515776	en	everyone	2023-03-08 05:34:06	rt  naomisky_15 #meghanmarkle must be really worried about what #chrisrocklive said about her racism claims because someone reported that	RT @NaomiSky_15: #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	1311141976012718080	[{'type': 'retweeted', 'id': '1633289557390274561'}]	1633340291741515776	['1633340291741515778']	50	0	0	0							0.2	0.2	-0.7645000000000001	0.397	-6	negative	-0.125	0.6000000000000001	0.2	0.1119777159	0.4430803571	0.3673469388	0.3968253968	negative	anu	RT @user #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	-0.6169093251000001	negative	#chrisrocklive	0.0848190112	neutral	negative	negative	neutral	negative
1004	1633316496255467520	en	everyone	3/8/23 3:59	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1368132590	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633320000000000000	['1633316496255467520']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative
1059	1633304051420135424	en	everyone	1678245005000000000	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1435194327538360320	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633304051420135424	['1633304051420135426']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
1099	1633297354836045824	en	everyone	3/8/23 2:43	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	280818481	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633300000000000000	['1633297354836045825']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative
1101	1633297189169405952	en	everyone	2023-03-08 02:42:49	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	2888876804	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633297189169405952	['1633297189169405952']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.4897959184	0.4126984127	neutral	anu	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.2775629943	neutral	neutral	neutral	neutral	negative
1132	1633291872234815488	en	everyone	1678242102000000000	rt  naomisky_15 #meghanmarkle must be really worried about what #chrisrocklive said about her racism claims because someone reported that	RT @NaomiSky_15: #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	469926071	[{'type': 'retweeted', 'id': '1633289557390274561'}]	1633291872234815488	['1633291872234815488']	50	0	0	0							0.2	0.2	-0.7645000000000001	0.397	-6	negative	-0.125	0.6000000000000001	0.2	0.11197771590000001	0.4430803571	0.3673469388	0.3968253968	neutral	anu	RT @user #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	-0.6169093251000001	negative	#chrisrocklive	0.0848190112	neutral	negative	negative	neutral	negative
1197	1633277949234364416	en	everyone	1678238782000000000	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1093689222823849984	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633277949234364416	['1633277949234364416']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
